ID	Species	MaxAge	AllocSeed	LMR	m0	MaxMass	mSeed	Dist	pEstab	Gmax	SLA	palat	memo	RAR	growth	mThres	clonal	propSex	meanSpacerLength	sdSpacerlength	Resshare	AllocSpacer	mSpacer	sens	allocroot	allocshoot	EC50_biomass	slope_biomass	EC50_SEbiomass	slope_SEbiomass	EC50_survival	slope_survival	EC50_establishment	slope_establishment	EC50_sterility	slope_sterility	EC50_seednumber	slope_seednumber	FlowerWeek	DispWeek	GermPeriod	Overwintering
1	LECIcl3plb	100	0.05	0.5	1	5000	1	0.1	0.5	60	0.75	0.5	2	1	0.25	0.2	1	1	17.5	12.5	1	0.05	70	0.0113270252477378	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
2	LSCAplb	100	0.05	0.75	1	5000	1	0.1	0.5	60	0.5	0.25	2	1	0.25	0.2	0	0	0	0	0	0	0	0.0772667599376291	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
3	LSCIplb	100	0.05	0.75	1	5000	1	0.1	0.5	60	0.75	0.5	2	1	0.25	0.2	0	0	0	0	0	0	0	0.734413971891627	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
4	LSCIcl1plb	100	0.05	0.75	1	5000	1	0.1	0.5	60	0.75	0.5	2	1	0.25	0.2	1	1	2.5	2.5	1	0.05	70	0.424793197773397	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
5	LSCIcl2plb	100	0.05	0.75	1	5000	1	0.1	0.5	60	0.75	0.5	2	1	0.25	0.2	1	1	2.5	2.5	0	0.05	70	0.0821170625276864	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
6	LSCTplb	100	0.05	0.75	1	5000	1	0.1	0.5	60	1	1	2	1	0.25	0.2	0	0	0	0	0	0	0	0.0924010875169188	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
7	MECIcl3plb	100	0.05	0.5	0.3	2000	0.3	0.3	0.5	60	0.75	0.5	2	1	0.25	0.2	1	1	17.5	12.5	1	0.05	70	0.109767860034481	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
8	MECIcl4plb	100	0.05	0.5	0.3	2000	0.3	0.3	0.5	60	0.75	0.5	2	1	0.25	0.2	1	1	17.5	12.5	0	0.05	70	0.687464223243296	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
9	MECTcl3peb	100	0.05	0.5	0.3	2000	0.3	0.3	0.5	60	1	1	2	1	0.25	0.2	1	1	17.5	12.5	1	0.05	70	0.258816606830806	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
10	MEITplb	100	0.05	0.5	0.3	2000	0.3	0.3	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0	0.361075175227597	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
11	MESTcl1plb	100	0.05	0.5	0.3	2000	0.3	0.3	0.5	20	1	1	6	1	0.25	0.2	1	1	2.5	2.5	1	0.05	70	0.872603790834546	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
12	MRITcl3peb	100	0.05	1	0.3	2000	0.3	0.3	0.5	40	1	1	4	1	0.25	0.2	1	1	17.5	12.5	1	0.05	70	0.0755282151512802	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	1
13	MSCAcl3plb	100	0.05	0.75	0.3	2000	0.3	0.3	0.5	60	0.5	0.25	2	1	0.25	0.2	1	1	17.5	12.5	1	0.05	70	0.483596936566755	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
14	MSCIplb	100	0.05	0.75	0.3	2000	0.3	0.3	0.5	60	0.75	0.5	2	1	0.25	0.2	0	0	0	0	0	0	0	0.725468502147123	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
15	MSCIcl1plb	100	0.05	0.75	0.3	2000	0.3	0.3	0.5	60	0.75	0.5	2	1	0.25	0.2	1	1	2.5	2.5	1	0.05	70	0.321908825542778	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
16	MSCIcl3plb	100	0.05	0.75	0.3	2000	0.3	0.3	0.5	60	0.75	0.5	2	1	0.25	0.2	1	1	17.5	12.5	1	0.05	70	0.546752430731431	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
17	MSCTcl1plb	100	0.05	0.75	0.3	2000	0.3	0.3	0.5	60	1	1	2	1	0.25	0.2	1	1	2.5	2.5	1	0.05	70	0.482158824335784	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
18	MSCTcl2plb	100	0.05	0.75	0.3	2000	0.3	0.3	0.5	60	1	1	2	1	0.25	0.2	1	1	2.5	2.5	0	0.05	70	0.943176277214661	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
19	MSCTcl3plb	100	0.05	0.75	0.3	2000	0.3	0.3	0.5	60	1	1	2	1	0.25	0.2	1	1	17.5	12.5	1	0.05	70	0.549793818732724	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
20	MSIAcl1plb	100	0.05	0.75	0.3	2000	0.3	0.3	0.5	40	0.5	0.25	4	1	0.25	0.2	1	1	2.5	2.5	1	0.05	70	0.960462928051129	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
21	MSIIplb	100	0.05	0.75	0.3	2000	0.3	0.3	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0	0.373913108138368	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
22	MSITcl1plb	100	0.05	0.75	0.3	2000	0.3	0.3	0.5	40	1	1	4	1	0.25	0.2	1	1	2.5	2.5	1	0.05	70	0.388955863658339	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
23	MSITcl3plb	100	0.05	0.75	0.3	2000	0.3	0.3	0.5	40	1	1	4	1	0.25	0.2	1	1	17.5	12.5	1	0.05	70	0.548726984765381	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
24	MSITcl4plb	100	0.05	0.75	0.3	2000	0.3	0.3	0.5	40	1	1	4	1	0.25	0.2	1	1	17.5	12.5	0	0.05	70	0.523567446507514	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
25	MSSIcl1plb	100	0.05	0.75	0.3	2000	0.3	0.3	0.5	20	0.75	0.5	6	1	0.25	0.2	1	1	2.5	2.5	1	0.05	70	0.567558033391833	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
26	MSSTcl3plb	100	0.05	0.75	0.3	2000	0.3	0.3	0.5	20	1	1	6	1	0.25	0.2	1	1	17.5	12.5	1	0.05	70	0.758294793777168	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
27	SECTpeb	100	0.05	0.5	0.1	1000	0.1	0.6	0.5	60	1	1	2	1	0.25	0.2	0	0	0	0	0	0	0	0.768124651163816	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
28	SEIAcl4peb	100	0.05	0.5	0.1	1000	0.1	0.6	0.5	40	0.5	0.25	4	1	0.25	0.2	1	1	17.5	12.5	0	0.05	70	0.422432536492124	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
29	SEITcl3peb	100	0.05	0.5	0.1	1000	0.1	0.6	0.5	40	1	1	4	1	0.25	0.2	1	1	17.5	12.5	1	0.05	70	0.485485430806875	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
30	SEITcl4peb	100	0.05	0.5	0.1	1000	0.1	0.6	0.5	40	1	1	4	1	0.25	0.2	1	1	17.5	12.5	0	0.05	70	0.421484454767779	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
31	SRIAcl1peb	100	0.05	1	0.1	1000	0.1	0.6	0.5	40	0.5	0.25	4	1	0.25	0.2	1	1	2.5	2.5	1	0.05	70	0.744076611474156	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	1
32	SRIAcl1plb	100	0.05	1	0.1	1000	0.1	0.6	0.5	40	0.5	0.25	4	1	0.25	0.2	1	1	2.5	2.5	1	0.05	70	0.720527577213943	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
33	SRIAcl2plb	100	0.05	1	0.1	1000	0.1	0.6	0.5	40	0.5	0.25	4	1	0.25	0.2	1	1	2.5	2.5	0	0.05	70	0.236323506338522	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
34	SRIAcl4peb	100	0.05	1	0.1	1000	0.1	0.6	0.5	40	0.5	0.25	4	1	0.25	0.2	1	1	17.5	12.5	0	0.05	70	0.432643263367936	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
35	SRITcl1plb	100	0.05	1	0.1	1000	0.1	0.6	0.5	40	1	1	4	1	0.25	0.2	1	1	2.5	2.5	1	0.05	70	0.182016515173018	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
36	SSCTplb	100	0.05	0.75	0.1	1000	0.1	0.6	0.5	60	1	1	2	1	0.25	0.2	0	0	0	0	0	0	0	0.580401201499626	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
37	SSIAcl4plb	100	0.05	0.75	0.1	1000	0.1	0.6	0.5	40	0.5	0.25	4	1	0.25	0.2	1	1	17.5	12.5	0	0.05	70	0.410495987627655	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
38	SSITcl2plb	100	0.05	0.75	0.1	1000	0.1	0.6	0.5	40	1	1	4	1	0.25	0.2	1	1	2.5	2.5	0	0.05	70	0.443966646911576	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
39	SSITcl3plb	100	0.05	0.75	0.1	1000	0.1	0.6	0.5	40	1	1	4	1	0.25	0.2	1	1	17.5	12.5	1	0.05	70	0.0124086507130414	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
40	SSITcl4plb	100	0.05	0.75	0.1	1000	0.1	0.6	0.5	40	1	1	4	1	0.25	0.2	1	1	17.5	12.5	0	0.05	70	0.0517754880711436	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
