ID	Species	MaxAge	AllocSeed	LMR	m0	MaxMass	mSeed	Dist	pEstab	Gmax	SLA	palat	memo	RAR	growth	mThres	clonal	propSex	meanSpacerLength	sdSpacerlength	Resshare	AllocSpacer	mSpacer	sens	allocroot	allocshoot	EC50_biomass	slope_biomass	EC50_SEbiomass	slope_SEbiomass	EC50_survival	slope_survival	EC50_establishment	slope_establishment	EC50_sterility	slope_sterility	EC50_seednumber	slope_seednumber	FlowerWeek	DispWeek	GermPeriod	Overwintering
1	LECIcl3plb	100	0.05	0.5	1	5000	1	0.1	0.5	60	0.75	0.5	2	1	0.25	0.2	1	1	17.5	12.5	1	0.05	70	0.491225524747279	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
2	LSCAplb	100	0.05	0.75	1	5000	1	0.1	0.5	60	0.5	0.25	2	1	0.25	0.2	0	0	0	0	0	0	0	0.712168722064234	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
3	LSCIplb	100	0.05	0.75	1	5000	1	0.1	0.5	60	0.75	0.5	2	1	0.25	0.2	0	0	0	0	0	0	0	0.602315760508645	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
4	LSCIcl1plb	100	0.05	0.75	1	5000	1	0.1	0.5	60	0.75	0.5	2	1	0.25	0.2	1	1	2.5	2.5	1	0.05	70	0.683962530340068	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
5	LSCIcl2plb	100	0.05	0.75	1	5000	1	0.1	0.5	60	0.75	0.5	2	1	0.25	0.2	1	1	2.5	2.5	0	0.05	70	0.848865671316162	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
6	LSCTplb	100	0.05	0.75	1	5000	1	0.1	0.5	60	1	1	2	1	0.25	0.2	0	0	0	0	0	0	0	0.918521497573238	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
7	MECIcl3plb	100	0.05	0.5	0.3	2000	0.3	0.3	0.5	60	0.75	0.5	2	1	0.25	0.2	1	1	17.5	12.5	1	0.05	70	0.667420172831044	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
8	MECIcl4plb	100	0.05	0.5	0.3	2000	0.3	0.3	0.5	60	0.75	0.5	2	1	0.25	0.2	1	1	17.5	12.5	0	0.05	70	0.904544349235948	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
9	MECTcl3peb	100	0.05	0.5	0.3	2000	0.3	0.3	0.5	60	1	1	2	1	0.25	0.2	1	1	17.5	12.5	1	0.05	70	0.271475255256519	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
10	MEITplb	100	0.05	0.5	0.3	2000	0.3	0.3	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0	0.751314012159128	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
11	MESTcl1plb	100	0.05	0.5	0.3	2000	0.3	0.3	0.5	20	1	1	6	1	0.25	0.2	1	1	2.5	2.5	1	0.05	70	0.387873789935838	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
12	MRITcl3peb	100	0.05	1	0.3	2000	0.3	0.3	0.5	40	1	1	4	1	0.25	0.2	1	1	17.5	12.5	1	0.05	70	0.920431739941705	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	1
13	MSCAcl3plb	100	0.05	0.75	0.3	2000	0.3	0.3	0.5	60	0.5	0.25	2	1	0.25	0.2	1	1	17.5	12.5	1	0.05	70	0.82831562415231	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
14	MSCIplb	100	0.05	0.75	0.3	2000	0.3	0.3	0.5	60	0.75	0.5	2	1	0.25	0.2	0	0	0	0	0	0	0	0.256661877792794	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
15	MSCIcl1plb	100	0.05	0.75	0.3	2000	0.3	0.3	0.5	60	0.75	0.5	2	1	0.25	0.2	1	1	2.5	2.5	1	0.05	70	0.519813981023617	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
16	MSCIcl3plb	100	0.05	0.75	0.3	2000	0.3	0.3	0.5	60	0.75	0.5	2	1	0.25	0.2	1	1	17.5	12.5	1	0.05	70	0.35686747537693	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
17	MSCTcl1plb	100	0.05	0.75	0.3	2000	0.3	0.3	0.5	60	1	1	2	1	0.25	0.2	1	1	2.5	2.5	1	0.05	70	0.563446905929595	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
18	MSCTcl2plb	100	0.05	0.75	0.3	2000	0.3	0.3	0.5	60	1	1	2	1	0.25	0.2	1	1	2.5	2.5	0	0.05	70	0.608497753739357	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
19	MSCTcl3plb	100	0.05	0.75	0.3	2000	0.3	0.3	0.5	60	1	1	2	1	0.25	0.2	1	1	17.5	12.5	1	0.05	70	0.35509790526703	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
20	MSIAcl1plb	100	0.05	0.75	0.3	2000	0.3	0.3	0.5	40	0.5	0.25	4	1	0.25	0.2	1	1	2.5	2.5	1	0.05	70	0.501612403255422	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
21	MSIIplb	100	0.05	0.75	0.3	2000	0.3	0.3	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0	0.879123184888158	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
22	MSITcl1plb	100	0.05	0.75	0.3	2000	0.3	0.3	0.5	40	1	1	4	1	0.25	0.2	1	1	2.5	2.5	1	0.05	70	0.901358676841483	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
23	MSITcl3plb	100	0.05	0.75	0.3	2000	0.3	0.3	0.5	40	1	1	4	1	0.25	0.2	1	1	17.5	12.5	1	0.05	70	0.294508641876746	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
24	MSITcl4plb	100	0.05	0.75	0.3	2000	0.3	0.3	0.5	40	1	1	4	1	0.25	0.2	1	1	17.5	12.5	0	0.05	70	0.806849901215173	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
25	MSSIcl1plb	100	0.05	0.75	0.3	2000	0.3	0.3	0.5	20	0.75	0.5	6	1	0.25	0.2	1	1	2.5	2.5	1	0.05	70	0.909895844990388	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
26	MSSTcl3plb	100	0.05	0.75	0.3	2000	0.3	0.3	0.5	20	1	1	6	1	0.25	0.2	1	1	17.5	12.5	1	0.05	70	0.678879591112491	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
27	SECTpeb	100	0.05	0.5	0.1	1000	0.1	0.6	0.5	60	1	1	2	1	0.25	0.2	0	0	0	0	0	0	0	0.559474924055394	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
28	SEIAcl4peb	100	0.05	0.5	0.1	1000	0.1	0.6	0.5	40	0.5	0.25	4	1	0.25	0.2	1	1	17.5	12.5	0	0.05	70	0.932459443749394	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
29	SEITcl3peb	100	0.05	0.5	0.1	1000	0.1	0.6	0.5	40	1	1	4	1	0.25	0.2	1	1	17.5	12.5	1	0.05	70	0.943910267436877	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
30	SEITcl4peb	100	0.05	0.5	0.1	1000	0.1	0.6	0.5	40	1	1	4	1	0.25	0.2	1	1	17.5	12.5	0	0.05	70	0.896448790386785	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1	1
