Species	ID	MaxAge	AllocSeed	LMR	m0	MaxMass	mSeed	Dist	pEstab	Gmax	SLA	palat	memo	RAR	growth	mThres	clonal	propSex	meanSpacerLength	sdSpacerlength	Resshare	AllocSpacer	mSpacer	sens	allocroot	allocshoot	EC50_biomass	slope_biomass	EC50_SEbiomass	slope_SEbiomass	EC50_survival	slope_survival	EC50_establishment	slope_establishment	EC50_sterility	slope_sterility	EC50_seednumber	slope_seednumber	FlowerWeek	DispWeek	GermPeriod
LECAcl3plb	1	100	0.05	0.5	1	5000	1	0.1	0.5	60	0.5	0.25	2	1	0.25	0.2	1	1	17.5	12.5	1	0.05	70	0.589067154098302	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1
LECIcl3plb	2	100	0.05	0.5	1	5000	1	0.1	0.5	60	0.75	0.5	2	1	0.25	0.2	1	1	17.5	12.5	1	0.05	70	0.705409419490024	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1
LSCAplb	3	100	0.05	0.75	1	5000	1	0.1	0.5	60	0.5	0.25	2	1	0.25	0.2	0	0	0	0	0	0	0	0.532521931629162	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1
LSCAcl1plb	4	100	0.05	0.75	1	5000	1	0.1	0.5	60	0.5	0.25	2	1	0.25	0.2	1	1	2.5	2.5	1	0.05	70	0.0223087382037193	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1
LSCIcl1plb	5	100	0.05	0.75	1	5000	1	0.1	0.5	60	0.75	0.5	2	1	0.25	0.2	1	1	2.5	2.5	1	0.05	70	0.207950734184124	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1
LSCIcl3plb	6	100	0.05	0.75	1	5000	1	0.1	0.5	60	0.75	0.5	2	1	0.25	0.2	1	1	17.5	12.5	1	0.05	70	0.165344197652303	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1
LSCTcl2plb	7	100	0.05	0.75	1	5000	1	0.1	0.5	60	1	1	2	1	0.25	0.2	1	1	2.5	2.5	0	0.05	70	0.0275790844461881	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1
LSSIcl3plb	8	100	0.05	0.75	1	5000	1	0.1	0.5	20	0.75	0.5	6	1	0.25	0.2	1	1	17.5	12.5	1	0.05	70	0.211272671760526	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1
LSSTcl3plb	9	100	0.05	0.75	1	5000	1	0.1	0.5	20	1	1	6	1	0.25	0.2	1	1	17.5	12.5	1	0.05	70	0.112366988323629	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1
MECIcl3plb	10	100	0.05	0.5	0.3	2000	0.3	0.3	0.5	60	0.75	0.5	2	1	0.25	0.2	1	1	17.5	12.5	1	0.05	70	0.150785526668187	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1
MECTcl3peb	11	100	0.05	0.5	0.3	2000	0.3	0.3	0.5	60	1	1	2	1	0.25	0.2	1	1	17.5	12.5	1	0.05	70	0.0722967039328068	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1
MEIIcl4plb	12	100	0.05	0.5	0.3	2000	0.3	0.3	0.5	40	0.75	0.5	4	1	0.25	0.2	1	1	17.5	12.5	0	0.05	70	0.0624557536793873	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1
MEITplb	13	100	0.05	0.5	0.3	2000	0.3	0.3	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0	0.210959573101718	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1
MESTcl1plb	14	100	0.05	0.5	0.3	2000	0.3	0.3	0.5	20	1	1	6	1	0.25	0.2	1	1	2.5	2.5	1	0.05	70	0.231532902806066	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1
MSCAcl1plb	15	100	0.05	0.75	0.3	2000	0.3	0.3	0.5	60	0.5	0.25	2	1	0.25	0.2	1	1	2.5	2.5	1	0.05	70	0.000506517477333546	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1
MSCAcl3plb	16	100	0.05	0.75	0.3	2000	0.3	0.3	0.5	60	0.5	0.25	2	1	0.25	0.2	1	1	17.5	12.5	1	0.05	70	0.887708667898551	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1
MSCIplb	17	100	0.05	0.75	0.3	2000	0.3	0.3	0.5	60	0.75	0.5	2	1	0.25	0.2	0	0	0	0	0	0	0	0.0307104425155558	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1
MSCTcl1plb	18	100	0.05	0.75	0.3	2000	0.3	0.3	0.5	60	1	1	2	1	0.25	0.2	1	1	2.5	2.5	1	0.05	70	0.134638798190281	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1
MSCTcl2plb	19	100	0.05	0.75	0.3	2000	0.3	0.3	0.5	60	1	1	2	1	0.25	0.2	1	1	2.5	2.5	0	0.05	70	0.196258313721046	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1
MSIAcl1plb	20	100	0.05	0.75	0.3	2000	0.3	0.3	0.5	40	0.5	0.25	4	1	0.25	0.2	1	1	2.5	2.5	1	0.05	70	0.763870685652364	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	20	1
